Lam	Lam
foreldrene	forelder
så	så
mye	mye
og	og
ønsker	ønske
Guds	Gud
velsignelse	velsignelse
over	over
Leah	Leah
Isadora	Isadora
,	$,
sier	si
biskop	biskop
Kvarme	Kvarme
til	til
NTB	NTB
.	$.

-	$-
Imponert	Imponert
over	over
fugleinfluensa-beredskap	fugleinfluensa-beredskap
|	$|

Dronning	Dronning
Sonja	Sonja
er	være
mektig	mektig
imponert	imponere
over	over
beredskapen	beredskap
Verdens	verden
Helseorganisasjon	Helseorganisasjon
(	$(
WHO	WHO
)	$)
har	ha
for	for
fugleinflunsaen	fugleinflunsaen
.	$.

I	i
dag	dag
var	være
hun	hun
og	og
kong	kong
Harald	Harald
i	i
operasjonssentralen	operasjonssentral
.	$.

-	$-
Det	det
er	være
imponerende	imponere
å	å
se	se
hvordan	hvordan
WHOs	WHOs
beredskap	beredskap
er	være
i	i
forhold	forhold
til	til
fugleinfluensaen	fugleinfluensaen
.	$.

Før	før
i	i
tiden	tid
kom	komme
jo	jo
slike	slik
utbrudd	utbrudd
uventet	uventet
,	$,
men	men
nå	nå
kan	kunne
verden	verden
heldigvis	heldigvis
forberede	forberede
seg	seg
på	på
en	en
hel	hel
annen	annen
måte	måte
,	$,
sier	si
dronning	dronning
Sonja	Sonja
.	$.

Kongeparet	Kongeparet
er	være
i	i
Sveits	Sveits
,	$,
og	og
statsbesøket	statsbesøket
innledes	innlede
i	i
Bern	Bern
i	i
morgen	morgen
.	$.

I	i
dag	dag
tjuvstartet	tjuvstartet
besøket	besøk
i	i
Geneve	Geneve
,	$,
som	som
er	være
hovedkvarter	hovedkvarter
for	for
både	både
WHO	WHO
og	og
flere	mange
andre	annen
humanitære	humanitær
organisasjoner	organisasjon
.	$.

Kongeparet	Kongeparet
var	være
i	i
det	det
såkalte	såkalt
SHOC-rommet	SHOC-rommet
som	som
er	være
WHOs	WHOs
nye	ny
operasjonssentral	operasjonssentral
.	$.

Fra	fra
dette	dette
rommet	rom
tovervåkes	tovervåkes
verdens	verden
helsetilstand	helsetilstand
kontinuerlig	kontinuerlig
.	$.

Fugleinfluensaen	Fugleinfluensaen
er	være
WHOs	WHOs
hovedutfordring	hovedutfordring
nummer	nummer
en	en
i	i
disse	disse
dager	dag
.	$.

Kong	Kong
Harald	Harald
og	og
dronning	dronning
Sonja	Sonja
fikk	få
også	også
møte	møte
WHOs	WHOs
generaldirektør	generaldirektør
Lee	Lee
Jon-Wook	Jon-Wook
,	$,
som	som
tok	ta
over	over
etter	etter
Gro	Gro
Harlem	Harlem
Brundtland	Brundtland
i	i
2003	2003
.	$.

-	$-
Kongeparet	Kongeparet
er	være
fantastiske	fantastisk
mennesker	menneske
,	$,
og	og
jeg	jeg
beundrer	beundre
også	også
Gro	Gro
.	$.

Det	det
er	være
vanskelig	vanskelig
å	å
fylle	fylle
hennes	hennes
sko	sko
,	$,
sier	si
Lee	Lee
til	til
Aftenposten	Aftenposten
.	$.

-	$-
Stjal	Stjal
krokodille	krokodille
fordi	fordi
dyrene	dyr
ved	ved
Akvariet	Akvariet
lider	lide
|	$|

Talsmann	talsmann
for	for
nettstedet	nettsted
reptilweb	reptilweb
,	$,
Vålen	Vålen
Gånev	Gånev
,	$,
sier	si
han	han
stjal	stjele
krokodillen	krokodillen
i	i
Bergen	Bergen
i	i
protest	protest
mot	mot
forholdene	forhold
ved	ved
Akvariet	Akvariet
.	$.

Dyrene	Dyrene
ved	ved
Akvariet	Akvariet
lider	lide
,	$,
mener	mene
Gånev	Gånev
.	$.

-	$-
Flere	mange
av	av
dyrene	dyr
hadde	ha
ingen	ingen
mulighet	mulighet
til	til
å	å
gjemme	gjemme
seg	seg
for	for
hverandre	hverandre
.	$.

Forestill	Forestill
deg	du
en	en
liten	liten
krokodille	krokodille
i	i
et	en
lite	lite
bur	bur
med	med
en	en
stor	stor
krokodille	krokodille
ved	ved
siden	side
av	av
,	$,
og	og
alt	alt
som	som
skiller	skille
dem	de
er	være
en	en
hønsenetting	hønsenetting
.	$.

Flere	mange
av	av
krokodillene	krokodillene
på	på
utstillingen	utstilling
lever	leve
i	i
frykt	frykt
.	$.

Det	det
var	være
leit	leit
å	å
se	se
reptiler	reptiler
lide	lide
på	på
denne	denne
måten	måte
,	$,
skriver	skrive
Gånev	Gånev
i	i
en	en
e-post	e-post
til	til
bt.no	bt.no
.	$.

Gånev	Gånev
er	være
talsmann	talsmann
for	for
nettstedet	nettsted
reptilweb	reptilweb
.	$.

På	på
spørsmål	spørsmål
om	om
hvordan	hvordan
han	han
stiller	stille
seg	seg
til	til
en	en
eventuell	eventuell
straffeforfølgelse	straffeforfølgelse
,	$,
svarer	svare
han	han
at	at
man	man
må	måtte
være	være
beredt	beredt
til	til
å	å
ta	ta
konsekvensen	konsekvens
av	av
sine	sin
handlinger	handling
.	$.

Krokodillen	Krokodillen
Taggen	Taggen
ble	bli
stjålet	stjele
fra	fra
Akvariet	Akvariet
i	i
Bergen	Bergen
i	i
helgen	helg
,	$,
og	og
kom	komme
til	til
rette	rett
mandag	mandag
kveld	kveld
.	$.

Akvariet-sjef	Akvariet-sjef
Kees	Kees
Ekeli	Ekeli
reagerer	reagere
sterkt	sterk
på	på
Gånevs	Gånevs
påstander	påstand
om	om
at	at
reptilene	reptilene
lider	lide
ved	ved
Akvariet	Akvariet
.	$.

-	$-
Det	det
er	være
det	det
dummeste	dummeste
jeg	jeg
har	ha
hørt	høre
,	$,
og	og
jeg	jeg
tar	ta
full	full
avstand	avstand
fra	fra
slike	slik
idiotiske	idiotiske
utsagn	utsagn
.	$.

Vi	vi
legger	legge
alle	all
forhold	forhold
til	til
rette	rett
for	for
at	at
dyrene	dyr
skal	skulle
ha	ha
det	det
bra	bra
,	$,
og	og
det	det
har	ha
de	de
virkelig	virkelig
,	$,
sier	si
Ekeli	Ekeli
.	$.

Den	den
formelle	formell
eieren	eier
av	av
krokodillene	krokodillene
er	være
René	René
Hedegaard	Hedegaard
i	i
Krokodillezoo	Krokodillezoo
i	i
Danmark	Danmark
,	$,
som	som
flere	mange
ganger	gang
har	ha
besøkt	besøke
utstillingen	utstilling
i	i
Bergen	Bergen
.	$.

-	$-
Hedegaard	Hedegaard
foreslo	foreslå
at	at
vi	vi
skulle	skulle
forlenge	forlenge
utstillingen	utstilling
i	i
ett	én
år	år
fordi	fordi
dyrene	dyr
har	ha
det	det
så	så
bra	bra
.	$.

Han	han
er	være
en	en
av	av
verdens	verden
fremste	fremre
krokodilleeksperter	krokodilleeksperter
,	$,
og	og
vår	vår
mentor	mentor
når	når
det	det
gjelder	gjelde
stell	stell
.	$.

Det	det
er	være
reinspikket	reinspikket
tøv	tøv
at	at
dyrene	dyr
lider	lide
,	$,
sier	si
Ekeli	Ekeli
.	$.

Ekeli	Ekeli
skal	skulle
nå	nå
gjennomgå	gjennomgå
sikkerhetsrutinene	sikkerhetsrutinene
for	for
å	å
hindre	hindre
flere	mange
tyverier	tyverier
.	$.

Vellykket	vellykket
operasjon	operasjon
for	for
Edward	Edward
Kennedy	Kennedy
|	$|

Senator	Senator
Edward	Edward
Kennedy	Kennedy
har	ha
gjennomgått	gjennomgå
en	en
vellykket	vellykket
operasjon	operasjon
for	for
ondartet	ondartet
svulst	svulst
på	på
hjernen	hjerne
.	$.

Operasjonen	Operasjonen
gikk	gå
etter	etter
planen	plan
,	$,
sier	si
hans	hans
lege	lege
.	$.

Doktor	Doktor
Allan	Allan
Friedman	Friedman
opplyste	opplyse
mandag	mandag
at	at
Kennedy	Kennedy
var	være
ved	ved
bevissthet	bevissthet
under	under
det	det
tre	tre
og	og
en	en
halv	halv
timer	time
lange	lang
inngrepet	inngrepet
.	$.

Den	den
76	76
år	år
gamle	gammel
politiske	politisk
veteranen	veteranen
skal	skulle
nå	nå
gjennomgå	gjennomgå
cellegiftkur	cellegiftkur
og	og
strålebehandling	strålebehandling
.	$.

-	$-
Det	det
gleder	glede
meg	jeg
å	å
kunne	kunne
meddele	meddele
at	at
senator	senator
Kennedys	Kennedy
operasjon	operasjon
var	være
vellykket	vellykket
og	og
at	at
vi	vi
nådde	nå
de	de
målene	mål
vi	vi
hadde	ha
satt	sette
oss	vi
,	$,
het	hete
det	det
i	i
en	en
kort	kort
kunngjøring	kunngjøring
fra	fra
Friedman	Friedman
.	$.

Operasjonen	Operasjonen
ble	bli
foretatt	foreta
ved	ved
Duke-universitetet	Duke-universitetet
i	i
delstaten	delstaten
North	North
Carolina	Carolina
.	$.

En	en
talskvinne	talskvinne
for	for
Kennedy	Kennedy
sa	si
at	at
han	han
snakket	snakke
med	med
sin	sin
kone	kone
Vicki	Vicki
rett	rett
etter	etter
at	at
inngrepet	inngrepet
var	være
over	over
og	og
at	at
han	han
var	være
i	i
glimrende	glimrende
humør	humør
.	$.

-	$-
Jeg	jeg
føler	føle
meg	jeg
i	i
kjempeform	kjempeform
,	$,
jeg	jeg
tror	tro
jeg	jeg
vil	ville
gjøre	gjøre
det	det
om	om
igjen	igjen
i	i
morgen	morgen
,	$,
spøkte	spøke
han	han
.	$.

Han	han
har	ha
tidligere	tidlig
lovet	love
å	å
vende	vende
tilbake	tilbake
til	til
aktivt	aktiv
politisk	politisk
arbeid	arbeid
og	og
drive	drive
valgkamp	valgkamp
for	for
den	den
demokratiske	demokratisk
presidentkandidaten	presidentkandidat
Barack	Barack
Obama	Obama
.	$.

Edward	Edward
Kennedy	Kennedy
har	ha
sittet	sitte
i	i
Senatet	Senatet
siden	siden
1962	1962
.	$.

Klimapolitikk	Klimapolitikk
uten	uten
styring	styring
|	$|

Kristin	Kristin
Halvorsen	Halvorsen
og	og
undertegnede	undertegne
er	være
enige	enig
om	om
en	en
ting	ting
;	$;
klimaproblemet	klimaproblemet
er	være
alvorlig	alvorlig
og	og
vi	vi
trenger	trenge
drastiske	drastisk
utslippsreduksjoner	utslippsreduksjon
raskt	rask
.	$.

Min	min
oppskrift	oppskrift
er	være
:	$:

Reduksjoner	Reduksjoner
i	i
Norge	Norge
uten	uten
å	å
bidra	bidra
til	til
økte	øke
utslipp	utslipp
i	i
andre	annen
land	land
.	$.

I	i
en	en
debatt	debatt
om	om
virkemidler	virkemiddel
,	$,
blir	bli
Kristin	Kristin
Halvorsen	Halvorsen
dessverre	dessverre
en	en
dogmatisk	dogmatisk
markedsliberalist	markedsliberalist
.	$.

Med	med
over	over
90	90
%	%
sikkerhet	sikkerhet
kan	kunne
vi	vi
fastslå	fastslå
:	$:

Vi	vi
får	få
en	en
post	post
Kyoto-avtale	Kyoto-avtale
etter	etter
2012	2012
som	som
ikke	ikke
blir	bli
global	global
,	$,
men	men
regional	regional
,	$,
dvs.	dvs.
EU	EU
pluss	pluss
noen	noen
få	få
andre	annen
land	land
.	$.

EU	EU
vil	ville
iverksette	iverksette
en	en
modernisert	modernisert
kvotehandel	kvotehandel
etter	etter
2012	2012
basert	basere
på	på
følgende	følgende
prinsipper	prinsipp
:	$:

Ingen	ingen
gratis	gratis
kvoter	kvote
til	til
skjermede	skjermede
næringer	næring
,	$,
f	f
eks	eks
kraftprodusenter	kraftprodusenter
.	$.

Relativ	Relativ
store	stor
gratiskvoter	gratiskvoter
i	i
starten	start
for	for
vanlig	vanlig
vareproduserende	vareproduserende
industri	industri
med	med
gradvis	gradvis
nedtrapping	nedtrapping
frem	frem
mot	mot
2020	2020
.	$.

Egne	Egne
ordninger	ordning
for	for
kraftkrevende	kraftkrevende
industri	industri
som	som
konkurrerer	konkurrere
på	på
globale	global
markeder	marked
.	$.

Inntektene	Inntektene
fra	fra
auksjoner	auksjoner
av	av
kvoter	kvote
øremerkes	øremerke
til	til
tiltak	tiltak
for	for
å	å
realisere	realisere
målsettinger	målsetting
om	om
bla	bla
CO2-fangst	CO2-fangst
,	$,
ny-fornybar	ny-fornybar
energi	energi
etc.	etc.
.	$.

Dette	dette
er	være
god	god
miljøpolitikk	miljøpolitikk
,	$,
Kristin	Kristin
Halvorsen	Halvorsen
!	$!

Sofia	Sofia
:	$:

Allan	Allan
Gaarde	Gaarde
er	være
fornøyd	fornøyd
med	med
tiden	tid
i	i
Viking	Viking
etter	etter
sommerens	sommerens
overgang	overgang
fra	fra
Aalborg	Aalborg
.	$.

Men	men
han	han
er	være
bare	bare
"	$"
semi-tilfreds	semi-tilfreds
"	$"
med	med
resultatene	resultat
.	$.

-	$-
Jeg	jeg
har	ha
fått	få
det	det
bra	bra
til	til
på	på
banen	bane
,	$,
men	men
er	være
likevel	likevel
ikke	ikke
helt	hel
fornøyd	fornøyd
.	$.

Jeg	jeg
kom	komme
til	til
Viking	Viking
for	for
å	å
vinne	vinne
noe	noe
,	$,
og	og
det	det
irriterer	irritere
meg	jeg
fortsatt	fortsatt
at	at
vi	vi
ikke	ikke
tok	ta
medaljer	medaljer
i	i
serien	serie
.	$.

Det	det
har	ha
blitt	bli
for	for
mye	mye
stang	stang
ut	ut
i	i
høst	høst
,	$,
håper	håpe
det	det
snur	snu
neste	neste
år	år
,	$,
sier	si
dansken	dansken
til	til
aftenbladet.no	aftenbladet.no
.	$.

-	$-
Gode	god
nok	nok
til	til
å	å
gå	gå
videre	vid
|	$|

Høstens	Høstens
formsvikt	formsvikt
gjør	gjøre
at	at
han	han
bare	bare
er	være
"	$"
semi-tilfreds	semi-tilfreds
"	$"
med	med
tiden	tid
i	i
Viking	Viking
til	til
nå	nå
.	$.

-	$-
Jeg	jeg
mener	mene
vi	vi
var	være
gode	god
nok	nok
til	til
å	å
gå	gå
videre	vid
fra	fra
gruppespillet	gruppespillet
i	i
Uefa-cupen	Uefa-cupen
.	$.

Vi	vi
burde	burde
slått	slå
Slavia	Slavia
Praha	Praha
,	$,
og	og
kunne	kunne
lett	lett
fått	få
med	med
oss	vi
poeng	poeng
her	her
fra	fra
Sofia	Sofia
.	$.

Synd	synd
at	at
vi	vi
ikke	ikke
klart	klare
å	å
ta	ta
flere	mange
poeng	poeng
,	$,
sier	si
Gaarde	Gaarde
.	$.

At	at
Viking	Viking
ikke	ikke
kom	komme
til	til
Royal	Royal
League	League
,	$,
tar	ta
Gaarde	Gaarde
ikke	ikke
så	så
tungt	tung
.	$.

-	$-
Mer	mye
økonomi	økonomi
enn	enn
sport	sport
|	$|

-	$-
Det	det
betyr	bety
ikke	ikke
så	så
mye	mye
at	at
vi	vi
ikke	ikke
kom	komme
med	med
i	i
Royal	Royal
League	League
.	$.

Jeg	jeg
føler	føle
at	at
den	den
turneringen	turneringen
betyr	bety
mer	mye
økonomisk	økonomisk
enn	enn
sportslig	sportslig
,	$,
sier	si
Gaarde	Gaarde
.	$.

Han	han
har	ha
funnet	finne
seg	seg
godt	god
til	til
rette	rett
utenfor	utenfor
banen	bane
også	også
.	$.

-	$-
For	for
meg	jeg
personlig	personlig
har	ha
dette	dette
blitt	bli
en	en
flott	flott
overgang	overgang
.	$.

Jeg	jeg
og	og
min	min
samboer	samboer
var	være
på	på
jakt	jakt
etter	etter
et	en
lite	lite
eventyr	eventyr
i	i
et	en
annet	annen
land	land
,	$,
og	og
det	det
har	ha
vi	vi
fått	få
.	$.

Stavanger	Stavanger
er	være
en	en
fin	fin
by	by
,	$,
vi	vi
trives	trives
veldig	veldig
godt	god
,	$,
sier	si
Gaarde	Gaarde
til	til
aftenbladet.no	aftenbladet.no
.	$.

Sofia	Sofia
:	$:

Peter	Peter
Kopteff	Kopteff
vil	ville
fortsatt	fortsatt
ikke	ikke
avsløre	avsløre
hva	hva
som	som
blir	bli
hans	hans
nye	ny
klubb	klubb
.	$.

Kopteff	Kopteff
spilte	spille
sin	sin
siste	sist
kamp	kamp
for	for
Viking	Viking
mot	mot
CSKA	CSKA
Sofia	Sofia
onsdag	onsdag
,	$,
men	men
sier	si
at	at
det	det
ikke	ikke
er	være
noe	noe
klart	klar
om	om
ny	ny
klubb	klubb
ennå	ennå
.	$.

-	$-
Nei	nei
,	$,
det	det
er	være
ikke	ikke
noe	noe
klart	klar
,	$,
sier	si
Kopteff	Kopteff
.	$.

-	$-
Nå	nå
blir	bli
det	det
en	en
avklaring	avklaring
?	$?

-	$-
Det	det
vet	vite
jeg	jeg
ikke	ikke
,	$,
sier	si
finnen	finnen
med	med
et	en
skuldertrekk	skuldertrekk
.	$.

Torsdag	torsdag
var	være
han	han
formelt	formell
ikke	ikke
lenger	lang
Viking-spiller	Viking-spiller
,	$,
siden	siden
kontrakten	kontrakt
gikk	gå
ut	ut
onsdag	onsdag
.	$.

Likevel	likevel
gikk	gå
finnen	finnen
rundt	rundt
i	i
den	den
vante	vante
Viking-dressen	Viking-dressen
på	på
hjemreisen	hjemreisen
fra	fra
Bulgaria	Bulgaria
.	$.

Sofia	Sofia
:	$:

CSKA	CSKA
Sofia	Sofia
-	$-
Viking	Viking
2	2
-	$-
0	0
.	$.

Med	med
bøyd	bøyd
hode	hode
ruslet	rusle
Frode	Frode
Hansen	Hansen
av	av
banen	bane
,	$,
gikk	gå
rett	rett
i	i
garderoben	garderobe
og	og
tok	ta
rakrygget	rakrygget
all	all
skyld	skyld
.	$.

-	$-
Begge	begge
målene	mål
var	være
mine	min
!	$!

-	$-
Straffesparket	Straffesparket
er	være
latterlig	latterlig
,	$,
en	en
gedigen	gedigen
gavepakke	gavepakke
fra	fra
den	den
kypriotiske	kypriotiske
dommeren	dommer
.	$.

Samtidig	samtidig
tråkket	tråkke
jeg	jeg
over	over
i	i
duellen	duell
som	som
førte	føre
til	til
den	den
avgjørelsen	avgjørelse
og	og
klarte	klare
ikke	ikke
hoppe	hoppe
etter	etter
det	det
.	$.

Derfor	derfor
burde	burde
jeg	jeg
kastet	kaste
inn	inn
håndkleet	håndkle
i	i
pausen	pause
.	$.

Det	det
var	være
min	min
avgjørelse	avgjørelse
å	å
fortsette	fortsette
.	$.

Dessverre	dessverre
var	være
det	det
en	en
feil	feil
beslutning	beslutning
og	og
det	det
kostet	koste
oss	vi
2	2
-	$-
0	0
,	$,
sier	si
vikingveteranen	vikingveteranen
til	til
Aftenbladet	Aftenbladet
.	$.

Han	han
møtte	møte
pressen	presse
med	med
rak	rak
rygg	rygg
,	$,
svarte	svare
villig	villig
vekk	vekk
,	$,
men	men
innrømmet	innrømme
at	at
fasaden	fasade
lyver	lyver
.	$.

-	$-
Jeg	jeg
har	ha
det	det
ikke	ikke
godt	god
inni	inni
meg	jeg
.	$.

Å	å
være	være
involvert	involvere
i	i
begge	begge
de	de
avgjørende	avgjørende
situasjonene	situasjon
gjør	gjøre
vondt	vond
.	$.

Da	da
jeg	jeg
gikk	gå
av	av
banen	bane
tok	ta
jeg	jeg
strake	strak
veien	vei
til	til
garderoben	garderobe
.	$.

I	i
bunn	bunn
og	og
grunn	grunn
visste	vite
jeg	jeg
at	at
vi	vi
hadde	ha
tapt	tape
,	$,
men	men
klamret	klamre
meg	jeg
til	til
at	at
et	en
mirakel	mirakel
skulle	skulle
skje	skje
.	$.

Det	det
kom	komme
aldri	aldri
,	$,
da	da
er	være
det	det
bare	bare
å	å
erkjenne	erkjenne
ansvar	ansvar
,	$,
sukker	sukke
33-åringen	33-åringen
.	$.

-	$-
En	en
skandale	skandale
|	$|

Den	den
skyldfølelsen	skyldfølelsen
fikk	få
han	han
ikke	ikke
ha	ha
lenge	lenge
.	$.

Samtlige	samtlige
lagkamerater	lagkamerat
slo	slå
ring	ring
rundt	rundt
Hansen	Hansen
-	$-
og	og
bedyrer	bedyre
at	at
Viking	Viking
vinner	vinne
og	og
taper	tape
som	som
et	en
lag	lag
.	$.

Ingen	ingen
enkeltperson	enkeltperson
skal	skulle
føle	føle
seg	seg
som	som
syndebukk	syndebukk
.	$.

-	$-
Alle	alle
som	som
så	se
denne	denne
kampen	kamp
kunne	kunne
observere	observere
at	at
straffesparket	straffesparket
var	være
en	en
ren	ren
skandale	skandale
.	$.

Det	det
var	være
rett	rett
og	og
slett	slett
skrekkelig	skrekkelig
.	$.

CSKA-spilleren	CSKA-spilleren
kastet	kaste
seg	seg
ned	ned
,	$,
uten	uten
at	at
Frode	Frode
(	$(
Hansen	Hansen
)	$)
var	være
i	i
nærheten	nærhet
av	av
ham	han
,	$,
understreker	understreke
kaptein	kaptein
Brede	Brede
Hangeland	Hangeland
.	$.

-	$-
Latterlig	Latterlig
.	$.

Og	og
jeg	jeg
har	ha
veldig	veldig
vanskelig	vanskelig
for	for
å	å
skjønne	skjønne
hvordan	hvordan
Uefa	Uefa
kan	kunne
sette	sette
opp	opp
kampledere	kampledere
fra	fra
så	så
små	liten
nasjoner	nasjon
til	til
kamper	kamp
som	som
dette	dette
.	$.

I	i
Hamburg	Hamburg
hadde	ha
vi	vi
en	en
latvier	latvier
som	som
bare	bare
blåste	blåse
en	en
vei	vei
.	$.

Da	da
var	være
HSV	HSV
så	så
gode	god
at	at
vi	vi
ville	ville
tapt	tape
uansett	uansett
,	$,
men	men
i	i
kveld	kveld
fikk	få
dommeren	dommer
avgjørende	avgjørende
betydning	betydning
for	for
kamputfallet	kamputfallet
.	$.

Dette	dette
var	være
jo	jo
ren	ren
juks	juks
,	$,
raser	rase
sindige	sindig
Allan	Allan
Gaarde	Gaarde
.	$.

Hodgson	Hodgson
taus	taus
|	$|

Trener	trener
Roy	Roy
Hodgson	Hodgson
ville	ville
ikke	ikke
kommentere	kommentere
kampleder	kampleder
Costas	Costas
Kapitanis	Kapitanis
.	$.

-	$-
Jeg	jeg
sier	si
ingen	ingen
ting	ting
om	om
dommeren	dommer
,	$,
men	men
generelt	generell
synes	synes
jeg	jeg
vi	vi
før	før
pause	pause
ga	gi
bort	bort
ballen	ball
for	for
mye	mye
,	$,
selv	selv
om	om
vi	vi
forsvarte	forsvare
oss	vi
bra	bra
.	$.

I	i
2.	2.
omgang	omgang
var	være
vi	vi
bedre	god
offensivt	offensiv
,	$,
kom	komme
til	til
en	en
del	del
sjanser	sjanse
og	og
burde	burde
kanskje	kanskje
hatt	ha
en	en
scoring	scoring
eller	eller
to	to
.	$.

Han	han
tror	tro
Viking	Viking
nå	nå
er	være
ute	ute
av	av
Uefa-cupen	Uefa-cupen
.	$.

Bare	bare
en	en
storseier	storseier
til	til
HSV	HSV
over	over
Slavia	Slavia
Praha	Praha
,	$,
minst	liten
4	4
-	$-
0	0
,	$,
og	og
Sofia-tap	Sofia-tap
for	for
Monaco	Monaco
gir	gi
Viking	Viking
tredjeplass	tredjeplass
i	i
puljen	pulje
.	$.

Bedre	god
etter	etter
pause	pause
|	$|

-	$-
Vi	vi
kom	komme
oss	vi
høyere	høy
opp	opp
på	på
banen	bane
i	i
2.	2.
omgang	omgang
.	$.

Kanskje	kanskje
var	være
det	det
som	som
en	en
følge	følge
av	av
at	at
CSKA	CSKA
ledet	lede
2	2
-	$-
0	0
,	$,
men	men
jeg	jeg
føler	føle
likevel	likevel
straffesparket	straffesparket
var	være
svært	svær
så	så
matchavgjørende	matchavgjørende
.	$.

Det	det
ga	gi
oss	vi
en	en
moralsk	moralsk
knekk	knekk
,	$,
mener	mene
Brede	Brede
Hangeland	Hangeland
.	$.

Frode	Frode
Hansen	Hansen
legger	legge
til	til
at	at
han	han
nok	nok
skal	skulle
komme	komme
over	over
tabbene	tabbene
i	i
sin	sin
siste	sist
kamp	kamp
.	$.

-	$-
Jeg	jeg
legger	legge
ikke	ikke
så	så
mye	mye
i	i
at	at
dette	dette
oppsto	oppstå
den	den
aller	aller
siste	sist
gange	gange
jeg	jeg
opptrådte	opptrådte
på	på
internasjonalt	internasjonal
nivå	nivå
.	$.

Jeg	jeg
er	være
ikke	ikke
så	så
veldig	veldig
sentimental	sentimental
.	$.

Det	det
er	være
betydningen	betydning
de	de
fikk	få
som	som
vil	ville
ergre	ergre
meg	jeg
i	i
hele	hel
natt	natt
.	$.

Aftenbladet.no	Aftenbladet.no
Sofia	Sofia
:	$:

Viking	Viking
tapte	tape
0	0
-	$-
2	2
for	for
CSKA	CSKA
Sofia	Sofia
i	i
Uefa-cupen	Uefa-cupen
.	$.

Se	se
bilder	bilde
fra	fra
kampen	kamp
her	her
!	$!

En	en
prins	prins
er	være
født	føde
,	$,
navnet	navn
klart	klar
til	til
uken	uke
|	$|

Navnet	navn
klart	klar
på	på
mandag	mandag
|	$|

Olav	Olav
er	være
aktuelt	aktuell
|	$|

Flagget	flagg
til	til
topps	topp
|	$|

Kronprinsesse	Kronprinsesse
Mette-Marit	Mette-Marit
fødte	føde
en	en
gutt	gutt
lørdag	lørdag
.	$.

Den	den
lille	liten
prinsen	prins
blir	bli
nummer	nummer
tre	tre
i	i
arverekken	arverekken
.	$.

Navnet	navn
blir	bli
trolig	trolig
offentliggjort	offentliggjøre
til	til
uken	uke
.	$.

Gutten	gutt
ble	bli
født	føde
på	på
Rikshospitalet	Rikshospitalet
klokken	klokke
10.45	10.45
lørdag	lørdag
formiddag	formiddag
.	$.

"	$"
Alt	alt
befinner	befinne
seg	seg
vel	vel
med	med
mor	mor
og	og
barn	barn
"	$"
,	$,
heter	hete
det	det
i	i
en	en
pressemelding	pressemelding
fra	fra
Slottet	Slottet
.	$.

Mette-Marit	Mette-Marit
er	være
nå	nå
blitt	bli
mamma	mamma
for	for
tredje	tredje
gang	gang
,	$,
og	og
etter	etter
hva	hva
Aftenposten.no	Aftenposten.no
erfarer	erfarer
,	$,
var	være
det	det
hennes	hennes
rutine	rutine
på	på
dette	dette
området	område
som	som
gjorde	gjøre
at	at
hun	hun
valgte	velge
å	å
bli	bli
hjemme	hjemme
på	på
Skaugum	Skaugum
i	i
Asker	Asker
så	så
lenge	lenge
som	som
mulig	mulig
.	$.

Kronprinsessen	Kronprinsessen
og	og
kronprinsen	kronprinsen
ankom	ankomme
Rikshospitalet	Rikshospitalet
ved	ved
08-tiden	08-tiden
lørdag	lørdag
morgen	morgen
.	$.

Kronprins	Kronprins
Haakon	Haakon
vil	ville
holde	holde
en	en
pressekonferanse	pressekonferanse
senere	sen
lørdag	lørdag
.	$.

Da	da
vil	ville
han	han
orientere	orientere
om	om
hvordan	hvordan
fødselen	fødsel
forløp	forløp
og	og
barnets	barn
vitale	vital
mål	mål
.	$.

Kronprins	Kronprins
Haakon	Haakon
er	være
for	for
øvrig	øvrig
regent	regent
i	i
kong	kong
Haralds	Haralds
fravær	fravær
.	$.

Kongen	Kongen
er	være
for	for
tiden	tid
i	i
København	København
på	på
privat	privat
reise	reise
,	$,
og	og
dermed	dermed
kunne	kunne
kronprinsen	kronprinsen
fått	få
oppgaven	oppgave
med	med
å	å
holde	holde
ekstraordinært	ekstraordinært
statsråd	statsråd
,	$,
og	og
offentliggjøre	offentliggjøre
prinsens	prinsens
navn	navn
,	$,
på	på
mandag	mandag
.	$.

Haakon	Haakon
gjorde	gjøre
dette	dette
etter	etter
at	at
prinsesse	prinsesse
Ingrid	Ingrid
Alexandra	Alexandra
ble	bli
født	føde
i	i
og	og
med	med
at	at
Kongen	Kongen
var	være
sykmeldt	sykmeldt
.	$.

Men	men
lørdag	lørdag
ble	bli
det	det
klart	klar
at	at
kong	kong
Harald	Harald
høyst	høyst
trolig	trolig
kommer	komme
hjem	hjem
tidsnok	tidsnok
til	til
å	å
holde	holde
statsråd	statsråd
selv	selv
.	$.

Foreldrene	forelder
har	ha
trolig	trolig
hatt	ha
barnets	barn
navn	navn
klart	klar
lenge	lenge
,	$,
og	og
det	det
er	være
valgt	velge
i	i
samråd	samråd
med	med
kong	kong
Harald	Harald
.	$.

Aktuelle	Aktuelle
navn	navn
er	være
Olav	Olav
,	$,
Harald	Harald
og	og
Haakon	Haakon
,	$,
ifølge	ifølge
