
The	The
være	være
tidlig	tidlig
ute	ute
,	$,
sier	si
Fredrik	Fredrik
Johannessen	Johannessen
(	$(
65	65
)	$)
og	og
Rigmor	Rigmor
Erenstsen	Erenstsen
(	$(
79	79
)	$)
.	$.

De	de
to	to
hadde	ha
sikret	sikre
seg	seg
kølappen	kølappen
med	med
nummer	nummer
1	1
på	på
.	$.

Fra	fra
klokken	klokke
16	16
begynte	begynne
det	det
å	å
strømme	strømme
på	på
med	med
folk	folk
som	som
ville	ville
sikre	sikre
seg	seg
nesten	nesten
gratis	gratis
fenalår	fenalår
før	før
jul	jul
.	$.

-	$-
Vi	vi
har	ha
vært	være
her	her
alene	alene
lenge	lenge
,	$,
men	men
vi	vi
har	ha
hatt	ha
det	det
kjekt	kjekk
,	$,
sier	si
Johannessen	Johannessen
.	$.

De	de
skryter	skryte
av	av
underholdningen	underholdningen
til	til
kjøpmann	kjøpmann
og	og
butikksjef	butikksjef
Per	Per
Erik	Erik
Landsvik	Landsvik
.	$.

Han	han
har	ha
paller	paller
med	med
200	200
fenalår	fenalår
stående	stå
på	på
kjølerommet	kjølerommet
,	$,
og	og
synes	synes
det	det
er	være
stas	stas
å	å
ha	ha
butikken	butikk
full	full
av	av
folk	folk
.	$.

-	$-
Jeg	jeg
ville	ville
lage	lage
litt	litt
action	action
.	$.

Det	det
er	være
bra	bra
med	med
litt	litt
show	show
og	og
rock	rock
n'roll	n'roll
i	i
hverdagen	hverdag
,	$,
sier	si
han	han
.	$.

-	$-
Men	men
disse	disse
fenalårene	fenalårene
selger	selge
du	du
vel	vel
med	med
tap	tap
?	$?

-	$-
Vanligvis	Vanligvis
koster	koste
fenalår	fenalår
mellom	mellom
500	500
og	og
600	600
kroner	krone
,	$,
så	så
differansen	differansen
blir	bli
stor	stor
,	$,
svarer	svare
butikksjefen	butikksjefen
.	$.

-	$-
Er	være
det	det
verdt	verdt
det	det
?	$?

-	$-
Ja	ja
,	$,
når	når
du	du
ser	se
ut	ut
over	over
gjengen	gjeng
her	her
,	$,
så	så
.	$.

Det	det
er	være
kjempegøy	kjempegøy
.	$.

Presis	Presis
klokken	klokke
18	18
stiller	stille
han	han
seg	seg
opp	opp
på	på
en	en
bruskasse	bruskasse
.	$.

-	$-
Hallo	hallo
alle	alle
sammen	sammen
,	$,
nå	nå
begynner	begynne
showet	show
,	$,
roper	rope
han	han
så	så
høyt	høy
han	han
kan	kunne
,	$,
og	og
begynner	begynne
å	å
lese	lese
opp	opp
tall	tall
i	i
en	en
rasende	rase
fart	fart
.	$.

En	en
etter	etter
en	en
skynder	skynde
kundene	kunde
seg	seg
frem	frem
for	for
å	å
sikre	sikre
seg	seg
fenalåret	fenalåret
de	de
har	ha
ventet	vente
på	på
.	$.

-	$-
Husk	huske
å	å
kjøpe	kjøpe
rømme	rømme
,	$,
kringle	kringle
,	$,
øl	øl
og	og
akevitt	akevitt
til	til
,	$,
oppfordrer	oppfordre
kjøpmannen	kjøpmannen
.	$.

I	i
fjor	fjor
ble	bli
butikken	butikk
hans	hans
kåret	kåre
til	til
Bergens	Bergens
Beste	Beste
Nærbutikk	Nærbutikk
.	$.

Kunde	Kunde
nummer	nummer
199	199
ser	se
ned	ned
på	på
lappen	lappen
sin	sin
.	$.

-	$-
Jeg	jeg
blir	bli
nok	nok
stående	stå
her	her
en	en
stund	stund
,	$,
sier	si
hun	hun
.	$.

-	$-
Men	men
fenalår	fenalår
skal	skulle
du	du
ha	ha
?	$?

-	$-
Når	når
jeg	jeg
først	først
har	ha
stått	stå
her	her
så	så
lenge	lenge
må	måtte
jeg	jeg
jo	jo
få	få
meg	jeg
et	en
fenalår	fenalår
.	$.

De	de
største	stor
forretningstabbene	forretningstabbene
i	i
2011	2011
|	$|

-	$-
Kan	kunne
tape	tape
millioner	million
|	$|

Holdningsendringer	Holdningsendringer
er	være
alvorlig	alvorlig
|	$|

Telenors	Telenors
mangelfulle	mangelfull
dekning	dekning
|	$|

Tines	Tines
smørtabbe	smørtabbe
|	$|

Adeccos	Adeccos
vikarblemme	vikarblemme
|	$|

Nordeas	Nordeas
investeringer	investering
i	i
atomvåpenproduksjon	atomvåpenproduksjon
|	$|

Korrupsjonsskandalen	Korrupsjonsskandalen
i	i
Unibuss	Unibuss
|	$|

Troms	Troms
Krafts	Krafts
manglende	mangle
tilsyn	tilsyn
med	med
datterselskapet	datterselskapet
|	$|

T-banekluss	T-banekluss
i	i
Oslo	Oslo
kommune	kommune
|	$|

Stabæks	Stabæks
økonomi	økonomi
|	$|

Johannes	Johannes
Lunde-konkursene	Lunde-konkursene
|	$|

Nøkkelhulltabben	Nøkkelhulltabben
til	til
Geelmuyden.Kiese	Geelmuyden.Kiese
|	$|

Flere	mange
virksomheter	virksomhet
måtte	måtte
unnskylde	unnskylde
seg	seg
i	i
året	år
som	som
gikk	gå
.	$.

Noen	noen
bedrifter	bedrift
og	og
virksomheter	virksomhet
håper	håpe
nok	nok
at	at
2011s	2011s
hendelser	hendelse
skal	skulle
gå	gå
i	i
glemmeboken	glemmebok
.	$.

Ifølge	ifølge
professor	professor
i	i
markedsføring	markedsføring
ved	ved
Handelshøyskolen	Handelshøyskolen
BI	BI
,	$,
Tor	Tor
W.	W.
Andreassen	Andreassen
,	$,
så	så
kan	kunne
de	de
glede	glede
seg	seg
over	over
at	at
konsumentene	konsumentene
har	ha
kort	kort
hukommelse	hukommelse
.	$.

-	$-
Som	som
regel	regel
vil	ville
konsumentene	konsumentene
bare	bare
straffe	straffe
virksomheten	virksomhet
i	i
noen	noen
uker	uke
,	$,
så	så
vil	ville
hverdagen	hverdag
komme	komme
tilbake	tilbake
og	og
de	de
går	gå
tilbake	tilbake
til	til
normalt	normal
konsum	konsum
.	$.

Det	det
betyr	bety
likevel	likevel
at	at
bedriftene	bedrift
kan	kunne
tape	tape
millioner	million
i	i
perioden	periode
,	$,
sier	si
han	han
.	$.

Det	det
er	være
to	to
måter	måte
virksomheter	virksomhet
kan	kunne
tape	tape
omdømme	omdømme
på	på
:	$:
enten	enten
ved	ved
at	at
de	de
gjør	gjøre
noe	noe
dumt	dum
som	som
signaliserer	signalisere
at	at
de	de
ikke	ikke
har	ha
kontroll	kontroll
på	på
virksomheten	virksomhet
eller	eller
ved	ved
at	at
ledelsen	ledelse
gjør	gjøre
noe	noe
dumt	dum
.	$.

-	$-
Når	når
bedriften	bedrift
dummer	dummer
seg	seg
ut	ut
så	så
rammer	ramme
det	det
hardere	hard
og	og
lengre	lang
enn	enn
hvis	hvis
ledelsen	ledelse
gjør	gjøre
noe	noe
dumt	dum
.	$.

Forbrukeren	Forbrukeren
skiller	skille
mellom	mellom
ledelsens	ledelsens
enkeltavgjørelser	enkeltavgjørelser
og	og
hva	hva
bedriften	bedrift
gjør	gjøre
,	$,
sier	si
Andreassen	Andreassen
.	$.

Ifølge	ifølge
professoren	professor
,	$,
er	være
det	det
et	en
emosjonelt	emosjonell
aspekt	aspekt
rundt	rundt
merkenavn	merkenavn
.	$.

Det	det
verste	vond
en	en
bedrift	bedrift
kan	kunne
oppleve	oppleve
er	være
at	at
holdningene	holdning
til	til
bedriften	bedrift
endrer	endre
seg	seg
negativt	negativ
.	$.

-	$-
Holdninger	Holdninger
er	være
en	en
langsiktig	langsiktig
faktor	faktor
.	$.

Det	det
skal	skulle
som	som
regel	regel
ganske	ganske
mye	mye
til	til
før	før
det	det
skjer	skje
holdningsendringer	holdningsendringer
.	$.

Virksomheten	virksomhet
må	måtte
som	som
regel	regel
gjøre	gjøre
gjentatte	gjenta
feil	feil
.	$.

Men	men
skjer	skje
det	det
,	$,
så	så
vil	ville
de	de
miste	miste
sin	sin
markedsposisjon	markedsposisjon
.	$.

Det	det
kan	kunne
være	være
kroken	kroken
på	på
døren	dør
,	$,
sier	si
han	han
.	$.

Virksomhetene	Virksomhetene
kan	kunne
ikke	ikke
bare	bare
straffes	straffe
av	av
forbrukerne	forbruker
,	$,
men	men
også	også
av	av
samarbeidspartnerne	samarbeidspartnerne
og	og
det	det
kan	kunne
ofte	ofte
svi	svi
mer	mye
økonomisk	økonomisk
.	$.

-	$-
Andre	annen
virksomheter	virksomhet
viser	vise
handlekraft	handlekraft
ved	ved
å	å
bryte	bryte
kontrakter	kontrakt
for	for
å	å
vise	vise
at	at
de	de
ikke	ikke
vil	ville
assosieres	assosieres
med	med
selskapet	selskap
.	$.

Kostnadene	Kostnadene
ved	ved
å	å
miste	miste
en	en
bedriftskunde	bedriftskunde
kan	kunne
være	være
formidable	formidabel
.	$.

Her	her
er	være
ti	ti
eksempler	eksempel
på	på
virksomheter	virksomhet
som	som
har	ha
tabbet	tabbet
seg	seg
ut	ut
i	i
2011	2011
:	$:

Både	både
23.	23.
mai	mai
,	$,
10.	10.
juni	juni
og	og
17.	17.
juni	juni
hadde	ha
Telenor	Telenor
problemer	problem
med	med
mobilnettet	mobilnettet
sitt	sin
,	$,
som	som
førte	føre
til	til
at	at
kunder	kunde
landet	land
over	over
ikke	ikke
fikk	få
kommunisert	kommunisert
.	$.

Over	over
tre	tre
millioner	million
kunder	kunde
ble	bli
rammet	ramme
.	$.

Det	det
skulle	skulle
vise	vise
seg	seg
å	å
bli	bli
den	den
verste	vond
svikten	svikt
i	i
mobilnettet	mobilnettet
noensinne	noensinne
.	$.

Det	det
tok	ta
nesten	nesten
halvannen	halvannen
måned	måned
før	før
Telenor	Telenor
identifiserte	identifiserte
årsaken	årsak
.	$.

Telenors	Telenors
rapport	rapport
viste	vise
at	at
en	en
feil	feil
i	i
nettet	nett
førte	føre
til	til
en	en
mobil	mobil
«	$"
storm	storm
»	$"
mellom	mellom
de	de
mobile	mobil
serverne	serverne
.	$.

Store	stor
delen	del
av	av
problemet	problem
lå	ligge
i	i
en	en
dataserver	dataserver
i	i
Oslo	Oslo
.	$.

Da	da
programmererne	programmererne
restartet	restartet
serveren	serveren
ble	bli
det	det
liv	liv
i	i
mobilnettet	mobilnettet
igjen	igjen
.	$.

Men	men
teleselskapet	teleselskapet
opplevde	oppleve
ikke	ikke
kundeflukt	kundeflukt
som	som
følge	følge
av	av
mobiltrøbbelet	mobiltrøbbelet
.	$.

-	$-
Dette	dette
er	være
første	første
gang	gang
Telenor	Telenor
har	ha
hatt	ha
en	en
slik	slik
dramatisk	dramatisk
hendelse	hendelse
,	$,
og	og
derfor	derfor
tror	tro
jeg	jeg
konsumentene	konsumentene
bare	bare
vil	ville
se	se
på	på
det	det
som	som
en	en
hump	hump
i	i
veien	vei
.	$.

Men	men
for	for
myndighetene	myndighet
er	være
det	det
annerledes	annerledes
ettersom	ettersom
det	det
dreier	dreie
seg	seg
en	en
samfunnsaktør	samfunnsaktør
som	som
skal	skulle
sikre	sikre
at	at
folk	folk
får	få
tak	tak
i	i
redningstjenestene	redningstjenestene
osv	osv.
.	$.

Derfor	derfor
vil	ville
de	de
trolig	trolig
ha	ha
et	en
mer	mye
kritisk	kritisk
blikk	blikk
på	på
bedriften	bedrift
fremover	fremover
,	$,
sier	si
Andreassen	Andreassen
.	$.

20.	20.
oktober	oktober
skrev	skrive
Trønder-Avisa	Trønder-Avisa
det	det
første	første
avisoppslaget	avisoppslaget
om	om
mangel	mangel
på	på
Tine-produkter	Tine-produkter
i	i
butikkhyllene	butikkhyllene
.	$.

Tine	Tine
så	se
på	på
det	det
tidspunktet	tidspunkt
ikke	ikke
så	så
alvorlig	alvorlig
på	på
problemet	problem
.	$.

Først	først
i	i
slutten	slutt
av	av
november	november
oppfordret	oppfordre
Tine	Tine
Statens	Statens
landbruksforvaltning	landbruksforvaltning
til	til
å	å
redusere	redusere
tollsatsen	tollsatsen
på	på
smør	smør
.	$.

Tine	Tine
ba	be
også	også
Landbruks-	Landbruks-
og	og
matdepartementet	matdepartementet
om	om
å	å
gi	gi
fritak	fritak
for	for
overproduksjonsavgiften	overproduksjonsavgiften
ut	ut
kvoteåret	kvoteåret
2011	2011
.	$.

De	de
fikk	få
viljen	vilje
sin	sin
til	til
mars	mars
neste	neste
år	år
,	$,
men	men
departementet	departement
svarte	svare
også	også
at	at
de	de
mente	mene
Tine	Tine
kunne	kunne
sett	se
problemet	problem
allerede	allerede
i	i
sommer	sommer
.	$.

Tines	Tines
markedsregulatorrolle	markedsregulatorrolle
innebærer	innebære
at	at
de	de
plikter	plikte
å	å
ta	ta
imot	imot
all	all
melk	melk
de	de
blir	bli
tilbudt	tilby
av	av
norske	norsk
bønder	bonde
.	$.

De	de
har	ha
samtidig	samtidig
en	en
forsyningsplikt	forsyningsplikt
de	de
skal	skulle
levere	levere
meierivarer	meierivarer
til	til
andre	annen
aktører	aktør
,	$,
samt	samt
sørge	sørge
for	for
at	at
alle	all
forbrukere	forbruker
får	få
tilgang	tilgang
til	til
smør	smør
og	og
andre	annen
melkeprodukter	melkeprodukt
til	til
en	en
«	$"
tilnærmet	tilnærmet
»	$"
lik	lik
pris	pris
over	over
hele	hel
landet	land
.	$.

Smørmangelen	Smørmangelen
ført	føre
til	til
at	at
flere	mange
har	ha
stilt	stille
spørsmålstegn	spørsmålstegn
ved	ved
Tines	Tines
dobbeltrolle	dobbeltrolle
som	som
komersiell	komersiell
aktør	aktør
og	og
markedsregulator	markedsregulator
.	$.

Forskere	forsker
og	og
butikkkjeder	butikkkjeder
har	ha
tatt	ta
til	til
orde	orde
for	for
at	at
rollene	rolle
bør	burde
skilles	skille
som	som
følge	følge
av	av
smørtabben	smørtabben
.	$.

-	$-
Her	her
begynner	begynne
vi	vi
å	å
ane	ane
et	en
mønster	mønster
.	$.

Først	først
var	være
det	det
boikotten	boikotten
av	av
konkurrenten	konkurrent
Synnøve	Synnøve
Finden	Finden
og	og
nå	nå
dette	dette
.	$.

Vi	vi
ser	se
en	en
monopolaktør	monopolaktør
som	som
misbruker	misbruke
sin	sin
markedsmakt	markedsmakt
.	$.

Dersom	dersom
det	det
kommer	komme
flere	mange
eksempler	eksempel
så	så
kan	kunne
det	det
føre	føre
til	til
holdningsendringer	holdningsendringer
blant	blant
konsumentene	konsumentene
.	$.

Og	og
det	det
har	ha
allerede	allerede
ført	føre
til	til
at	at
myndighetene	myndighet
har	ha
et	en
mer	mye
kritisk	kritisk
blikk	blikk
på	på
virksomheten	virksomhet
,	$,
sier	si
Andreassen	Andreassen
.	$.

Adecco	Adecco
innrømmer	innrømme
å	å
ha	ha
drevet	drive
ulovlig	ulovlig
ved	ved
alle	all
sykehjemmene	sykehjemmene
sine	sin
.	$.

Ansatte	ansatt
ved	ved
sykehjemmene	sykehjemmene
som	som
selskapet	selskap
driver	drive
,	$,
har	ha
heller	heller
ikke	ikke
fått	få
overtidsbetalt	overtidsbetalt
selv	selv
om	om
de	de
har	ha
jobbet	jobbe
i	i
opptil	opptil
84	84
timer	time
i	i
uka	uke
.	$.

Ansatte	ansatt
som	som
jobbet	jobbe
ved	ved
sykehjem	sykehjem
som	som
tidligere	tidlig
ble	bli
drevet	drive
av	av
vikarbyrået	vikarbyrået
Adecco	Adecco
får	få
store	stor
summer	sum
etterbetalt	etterbetalt
for	for
overtidsjobbing	overtidsjobbing
.	$.

Ifølge	ifølge
NRK	NRK
,	$,
er	være
det	det
minst	liten
120	120
ansatte	ansatt
som	som
får	få
utbetalt	utbetale
totalt	total
10	10
millioner	million
kroner	krone
.	$.

Enkelte	enkelt
ansatte	ansatt
får	få
summer	sum
på	på
rundt	rundt
300.000	300.000
kroner	krone
.	$.

Avsløringen	Avsløringen
førte	føre
til	til
at	at
Adecco	Adecco
mistet	miste
kontrakten	kontrakt
med	med
Oslo	Oslo
kommune	kommune
om	om
drift	drift
av	av
sykehjem	sykehjem
.	$.

-	$-
I	i
Adecco	Adecco
ble	bli
avdekket	avdekke
en	en
organisasjonskultur	organisasjonskultur
som	som
vitner	vitne
om	om
et	en
dårlig	dårlig
drevet	drive
selskap	selskap
.	$.

Når	når
det	det
kommer	komme
til	til
fornyelsen	fornyelsen
av	av
selskapets	selskap
kontrakter	kontrakt
så	så
vil	ville
man	man
se	se
om	om
det	det
er	være
armageddon	armageddon
eller	eller
solskinn	solskinn
,	$,
sier	si
Andreassen	Andreassen
.	$.

Det	det
ble	bli
i	i
oktober	oktober
kjent	kjent
at	at
Nordea	Nordea
,	$,
som	som
eneste	eneste
bank	bank
i	i
Norge	Norge
,	$,
investerte	investerte
i	i
selskaper	selskap
som	som
leverer	levere
komponenter	komponenter
til	til
atomvåpen	atomvåpen
.	$.

Det	det
fikk	få
ungdommene	ungdom
i	i
Røde	Røde
Kors	Kors
til	til
å	å
aksjonere	aksjonere
mot	mot
det	det
de	de
mener	mene
er	være
en	en
«	$"
total	total
ansvarsfraskrivelse	ansvarsfraskrivelse
»	$"
av	av
banken	bank
.	$.

Foran	foran
ni	ni
filialer	filialer
landet	land
over	over
delte	dele
de	de
ut	ut
løpeblader	løpeblader
og	og
oppfordret	oppfordre
Nordea-kundene	Nordea-kundene
til	til
å	å
bytte	bytte
bank	bank
.	$.

Nordea	Nordea
forsvarte	forsvare
først	først
investeringene	investering
ved	ved
å	å
henvise	henvise
til	til
at	at
det	det
ikke	ikke
finnes	finnes
noen	noen
internasjonal	internasjonal
konvensjon	konvensjon
mot	mot
produksjonen	produksjon
av	av
atomvåpen	atomvåpen
.	$.

Men	men
48	48
timer	time
etter	etter
at	at
de	de
hadde	ha
forsvart	forsvart
investeringene	investering
,	$,
så	så
snudde	snu
banken	bank
.	$.

-	$-
Dette	dette
resonnerer	resonnerer
dårlig	dårlig
i	i
samfunnets	samfunn
basstrenger	basstrenger
.	$.

Normen	Normen
i	i
samfunnet	samfunn
i	i
Norge	Norge
er	være
at	at
investeringene	investering
bør	burde
være	være
etiske	etisk
.	$.

Her	her
ser	se
vi	vi
en	en
bedrift	bedrift
som	som
snublet	snublet
.	$.

Håndteringen	Håndteringen
av	av
blemmen	blemmen
var	være
ikke	ikke
god	god
nok	nok
.	$.

Men	men
det	det
har	ha
nok	nok
ikke	ikke
ført	føre
til	til
noen	noen
kundeflukt	kundeflukt
ettersom	ettersom
svært	svær
få	få
nordmenn	nordmann
bytter	bytte
bank	bank
,	$,
sier	si
Andreassen	Andreassen
.	$.

Unibuss-direktøren	Unibuss-direktøren
Helge	Helge
Leite	Leite
fikk	få
sparken	spark
etter	etter
korrupsjonsavsløringer	korrupsjonsavsløringer
.	$.

Leite	Leite
har	ha
i	i
avhør	avhør
erkjent	erkjenne
deler	del
av	av
siktelsen	siktelsen
.	$.

Han	han
mistenkes	mistenke
blant	blant
annet	annen
for	for
å	å
ha	ha
brukt	bruke
selskapets	selskap
penger	penge
til	til
å	å
pusse	pusse
opp	opp
sin	sin
enebolig	enebolig
på	på
Grefsen	Grefsen
i	i
Oslo	Oslo
.	$.

Det	det
var	være
i	i
midten	midt
av	av
september	september
at	at
politiet	politi
pågrep	pågripe
en	en
Unibuss-sjef	Unibuss-sjef
og	og
to	to
andre	annen
personer	person
og	og
siktet	sikte
dem	de
for	for
korrupsjon	korrupsjon
i	i
tilknytning	tilknytning
til	til
Unibuss	Unibuss
,	$,
som	som
er	være
Oslos	Oslo
kommunale	kommunal
busselskap	busselskap
.	$.

I	i
ettertid	ettertid
er	være
ytterligere	ytterligere
tre	tre
personer	person
siktet	sikte
,	$,
blant	blant
annet	annen
administrerende	administrere
direktør	direktør
Helge	Helge
Leite	Leite
.	$.

Tidligere	tidlig
Unibuss-ansatte	Unibuss-ansatte
i	i
lederstillinger	lederstillinger
er	være
blant	blant
annet	annen
siktet	sikte
for	for
å	å
ha	ha
tatt	ta
imot	imot
bestikkelser	bestikkelse
på	på
til	til
sammen	sammen
over	over
fire	fire
millioner	million
kroner	krone
fra	fra
den	den
tyske	tysk
bussprodusenten	bussprodusenten
MAN	MAN
.	$.

Som	som
følge	følge
av	av
korrupsjonssaker	korrupsjonssaker
så	så
er	være
Unibuss	Unibuss
ekskludert	ekskludere
fra	fra
anbudskonkurransen	anbudskonkurransen
om	om
busstjenester	busstjenester
i	i
Oslo	Oslo
vest	vest
.	$.

-	$-
Her	her
er	være
det	det
ikke	ikke
bare	bare
en	en
leder	leder
,	$,
men	men
en	en
ledergruppe	ledergruppe
som	som
har	ha
en	en
ukultur	ukultur
.	$.

Dette	dette
vitner	vitne
om	om
at	at
det	det
kan	kunne
være	være
toppen	topp
av	av
et	en
isfjell	isfjell
.	$.

Det	det
er	være
viktig	viktig
at	at
styret	styre
viser	vise
at	at
de	de
virkelig	virkelig
tar	ta
tak	tak
i	i
dette	dette
problemet	problem
,	$,
sier	si
Andreassen	Andreassen
.	$.

Troms	Troms
Kraft	Kraft
politianmeldte	politianmelde
sitt	sin
svenske	svensk
datterselskap	datterselskap
Kraft	Kraft
&	&
Kultur	kultur
for	for
manipulering	manipulering
med	med
regnskapet	regnskapet
.	$.

Det	det
ble	bli
avdekket	avdekke
vesentlige	vesentlig
feil	feil
i	i
regnskapet	regnskapet
i	i
en	en
intern	intern
kontroll	kontroll
.	$.

Avviket	Avviket
antas	anta
å	å
kunne	kunne
utgjøre	utgjøre
inntil	inntil
1,5	1,5
milliarder	milliard
kroner	krone
før	før
eventuelle	eventuell
skatteeffekter	skatteeffekter
.	$.

Ifølge	ifølge
Nordlys	Nordlys
skal	skulle
det	det
dreie	dreie
seg	seg
om	om
inntektsmanipulasjon	inntektsmanipulasjon
,	$,
der	der
inntektene	inntekt
i	i
det	det
svenske	svensk
selskapet	selskap
er	være
satt	sette
altfor	altfor
høyt	høy
i	i
flere	mange
år	år
.	$.

Administrerende	Administrerende
direktør	direktør
Boris	Boris
Benulic	Benulic
i	i
Kraft	Kraft
&	&
Kultur	kultur
gikk	gå
av	av
som	som
følge	følge
av	av
avsløringen	avsløringen
.	$.

Benulic	Benulic
sa	si
senere	sen
til	til
Aftenposten.no	Aftenposten.no
at	at
han	han
mener	mene
at	at
ledelsen	ledelse
i	i
selskapet	selskap
holder	holde
tilbake	tilbake
informasjon	informasjon
fra	fra
politiet	politi
.	$.

Saken	sak
er	være
under	under
etterforskning	etterforskning
av	av
Ekobrottsmyndigheten	Ekobrottsmyndigheten
(	$(
svenske	svensk
Økokrim	Økokrim
)	$)
.	$.

I	i
2010	2010
ble	bli
Troms	Troms
Kraft	Kraft
sterkt	sterk
kritisert	kritisere
for	for
å	å
ha	ha
bidratt	bidra
meg	meg
penger	penge
til	til
et	en
energiprosjekt	energiprosjekt
ledet	ledet
av	av
Senterpartiet	Senterpartiet
.	$.

-	$-
Inntrykket	inntrykk
jeg	jeg
sitter	sitte
igjen	igjen
med	med
er	være
at	at
ledelsen	ledelse
ikke	ikke
har	ha
våknet	våkne
opp	opp
til	til
hvordan	hvordan
det	det
er	være
å	å
drive	drive
et	en
profesjonelt	profesjonell
selskap	selskap
.	$.

De	de
har	ha
hatt	ha
monopol	monopol
og	og
nå	nå
er	være
de	de
en	en
markedsaktør	markedsaktør
,	$,
og	og
foreløpig	foreløpig
har	ha
de	de
ikke	ikke
taklet	takle
det	det
godt	god
nok	nok
,	$,
sier	si
Andreassen	Andreassen
.	$.

T-banevogner	T-banevogner
kjøpt	kjøpt
i	i
1994	1994
for	for
240	240
millioner	million
som	som
var	være
ment	mene
å	å
vare	vare
i	i
20	20
år	år
,	$,
ble	bli
solgt	selge
som	som
vrakpant	vrakpant
i	i
2011	2011
for	for
én	én
million	million
.	$.

Vognene	Vognene
var	være
rett	rett
og	og
slett	slett
av	av
for	for
dårlig	dårlig
kvalitet	kvalitet
.	$.

I	i
tillegg	tillegg
ble	bli
det	det
kjent	kjent
at	at
Oslo	Oslo
kommune	kommune
leier	leie
ut	ut
vogner	vogner
til	til
seg	seg
selv	selv
for	for
13	13
millioner	million
i	i
året	år
.	$.

Oslo	Oslo
Vognselskap	Vognselskap
anskaffer	anskaffer
og	og
eier	eie
T-banevogner	T-banevogner
og	og
trikker	trikker
,	$,
som	som
leies	leies
ut	ut
til	til
kollektivtrafikken	kollektivtrafikk
i	i
Osloregionen	Osloregionen
.	$.

Selskapet	selskap
har	ha
syv	syv
ansatte	ansatt
.	$.

utgiftene	utgift
for	for
administrasjonen	administrasjon
kom	komme
i	i
fjor	fjor
opp	opp
i	i
13	13
millioner	million
kroner	krone
.	$.

Regnskapstall	Regnskapstall
viser	vise
dessuten	dessuten
at	at
organisasjonen	organisasjon
har	ha
brukt	bruke
nærmere	nær
ti	ti
millioner	million
kroner	krone
på	på
konsulenter	konsulent
siden	siden
2007	2007
.	$.

I	i
et	en
internt	intern
notat	notat
fra	fra
ledelsen	ledelse
i	i
Kolletivtransportproduksjon	Kolletivtransportproduksjon
AS	AS
står	stå
det	det
blant	blant
annet	annen
om	om
administrasjonskostnaden	administrasjonskostnaden
:	$:

«	$"
Dette	dette
utgjør	utgjøre
en	en
fullstendig	fullstendig
unødvendig	unødvendig
kostnad	kostnad
for	for
kollektivtrafikken	kollektivtrafikk
i	i
Oslo	Oslo
.	$.
»	$"

Samferdselsbyråd	Samferdselsbyråd
Ola	Ola
Elvestuen	Elvestuen
(	$(
V	V
)	$)
sier	si
at	at
han	han
er	være
klar	klar
over	over
til	til
det	det
han	han
omtaler	omtale
som	som
«	$"
uenigheter	uenighet
om	om
vognselskapets	vognselskapets
rolle	rolle
»	$"
.	$.

Han	han
mener	mene
at	at
det	det
er	være
nødvendig	nødvendig
å	å
se	se
på	på
hvordan	hvordan
selskapene	selskap
fungerer	fungere
sammen	sammen
.	$.

Som	som
om	om
ikke	ikke
dette	dette
var	være
nok	nok
så	så
har	ha
Ruter	Ruter
fortsatt	fortsatt
slitt	slite
med	med
det	det
nye	ny
elektroniske	elektronisk
billettsystemet	billettsystemet
.	$.

Blant	blant
annet	annen
har	ha
kunder	kunde
slitt	slite
med	med
å	å
validere	validere
kortene	kort
sine	sin
.	$.

-	$-
Det	det
bekrefter	bekrefte
fordommene	fordom
mot	mot
offentlig	offentlig
sektor	sektor
og	og
en	en
generell	generell
inkompetanse	inkompetanse
i	i
prosjektledelse	prosjektledelse
.	$.

Dette	dette
kan	kunne
ramme	ramme
virksomhetens	virksomhetens
evne	evne
til	til
å	å
tiltrekke	tiltrekke
seg	seg
kompetent	kompetent
arbeidskraft	arbeidskraft
,	$,
sier	si
Andreassen	Andreassen
.	$.

De	de
økonomiske	økonomisk
problemene	problem
i	i
fotballklubben	fotballklubb
Stabæk	Stabæk
førte	føre
i	i
november	november
til	til
at	at
det	det
var	være
over	over
og	og
ut	ut
for	for
lagets	lag
toårige	toårige
historie	historie
med	med
Telenor	Telenor
Arena	Arena
som	som
hjemmebane	hjemmebane
.	$.

Etter	etter
krangel	krangel
om	om
leiepriser	leiepriser
ble	bli
resultatet	resultat
var	være
at	at
klubben	klubb
måtte	måtte
tilbake	tilbake
til	til
det	det
nedslitte	nedslitte
Nadderud-anlegget	Nadderud-anlegget
.	$.

Like	like
etter	etter
mottok	motta
flere	mange
av	av
spillerne	spiller
oppsigelsesbrev	oppsigelsesbrev
som	som
følge	følge
av	av
den	den
vanskelige	vanskelig
økonomiske	økonomisk
situasjonen	situasjon
.	$.

Bedre	god
ble	bli
ikke	ikke
klubbens	klubb
omdømme	omdømme
da	da
Asker	Asker
og	og
Bærum	Bærum
politidistrikt	politidistrikt
startet	starte
etterforskning	etterforskning
av	av
den	den
såkalte	såkalt
overgangssaken	overgangssaken
rundt	rundt
Veigar	Veigar
Páll	Páll
Gunnarsson	Gunnarsson
,	$,
noe	noe
som	som
endte	ende
med	med
siktelser	siktelser
mot	mot
tre	tre
personer	person
i	i
Stabæks	Stabæks
ledelse	ledelse
og	og
styre	styre
